age,weight(kg),height(cm),gender,BMI,BMR,activity_level,calories_to_maintain_weight
4,12.812081534227314,99.5329715125446,1,12.932597281035935,928.402,1.9,1763.9638
2,17.363209568311287,102.86136101672886,1,16.410638328387,987.151,1.5,1480.7265
3,17.441773320824677,91.04051864163137,1,21.0436558960956,963.11,1.7,1637.287
2,12.023797628220208,105.15089264214,1,10.87466107480257,939.785,1.9,1785.5914999999998
2,14.729476997297722,90.47826268387882,1,17.99280282410736,940.816,1.9,1787.5504
3,12.39642581786958,87.68936267864942,1,16.121396467043205,908.978,1.7,1545.2625999999998
4,16.599537275646853,99.08200813671256,1,16.90855061444655,963.995,1.7,1638.7915
5,16.812840952851204,89.78786848819334,0,20.854788081235338,711.275,1.9,1351.4225
3,16.166559774194276,106.62441791024536,0,14.220152891461776,800.204,1.9,1520.3875999999998
3,16.735875785439788,100.52050132522953,1,16.563005729153346,972.449,1.5,1458.6735
3,12.665823817397303,94.69880847019179,1,14.123567615910911,923.48,1.9,1754.612
3,15.380008698307408,103.05687547952549,1,14.48113621420997,963.745,1.9,1831.1155
4,12.804443659099553,90.23974212239617,1,15.724071950735611,912.53,1.9,1733.8069999999998
3,16.902871879927716,92.73395135991396,1,19.65544899620196,960.815,1.9,1825.5485
5,15.479250857295831,89.7214400699809,1,19.22903399871174,932.627,1.7,1585.4659
2,16.6266268886395,85.79366946142041,1,22.58882622409252,951.065,1.3,1236.3845
5,17.256058114276712,96.01944608024046,1,18.716438095117063,960.391,1.5,1440.5865
5,17.339376608492078,94.58232887546149,1,19.382664247992917,958.748,1.5,1438.122
3,16.374592742001347,92.67431829421294,1,19.06565399587717,955.642,1.7,1624.5914
3,13.3516046662293,90.21289458498913,1,16.40575527447198,922.437,1.9,1752.6303
5,16.620702007634527,100.03291720372785,1,16.609765267352657,961.115,1.9,1826.1185
4,17.43157066032804,103.39417303406012,0,16.305885662319366,794.583,1.9,1509.7077
4,15.314936848472405,88.43619038297143,0,19.5819148799217,690.796,1.7,1174.3532
3,12.13751070180292,105.96463521281183,1,10.809552895769857,937.56,1.9,1781.3639999999998
4,13.966497365173446,97.53164290542334,1,14.68237878150054,936.082,1.7,1591.3393999999998
4,12.093667694731865,89.72341055352616,1,15.02264774534578,904.829,1.9,1719.1751
4,14.67791139950998,86.0156107497291,1,19.83853998235803,923.334,1.9,1754.3346
4,16.97142841231211,104.51289071378173,0,15.537411806561533,793.873,1.9,1508.3587
4,12.272156598252494,106.27522224098682,1,10.865678350984007,934.681,1.9,1775.8939
3,15.347958945091076,86.2133061449395,0,20.64914286190477,686.934,1.7,1167.7877999999998
3,13.06255299552068,90.0754665088448,1,16.09959775140447,919.429,1.9,1746.9151
2,16.69240566444178,87.90086072336135,0,21.603925707642738,720.59,1.7,1225.003
4,15.523085192954731,106.04566526511141,1,13.803594699595722,965.499,1.7,1641.3483
3,16.472961935777576,103.60106029006452,0,15.34769975590248,789.285,1.9,1499.6415
4,13.866840143810066,107.83273369597903,0,11.925491262129006,767.939,1.9,1459.0840999999998
5,12.880733822740757,88.71674231521492,1,16.365505843330816,905.974,1.9,1721.3506
3,13.92090388571755,90.2510233758256,1,17.09083040583459,927.967,1.9,1763.1373
3,15.37128021555258,103.1410311399439,1,14.449309776631408,963.804,1.7,1638.4668
3,17.369846319299363,86.09900406018434,1,23.431479978061187,954.019,1.3,1240.2247
3,16.206797256818174,99.99650330725794,1,16.207930720075215,966.479,1.9,1836.3101
3,14.218549949571496,102.12740707085486,1,13.632349023984316,951.015,1.9,1806.9285
3,13.040274982720335,87.36050246583429,1,17.086633455646616,914.599,1.7,1554.8183
2,16.701684703890308,92.94524053086636,1,19.333299082927294,963.943,1.5,1445.9145
4,17.59041161950256,103.36546632797281,0,16.46360984496529,796.616,1.9,1513.5703999999998
3,15.026152680797065,86.703544867878,1,19.98821855804912,932.547,1.3,1212.3111
4,15.120324628392089,90.07265982197218,1,18.636962886177542,934.479,1.5,1401.7185
5,12.8772791383993,98.56509891648399,1,13.254940596657931,922.683,1.7,1568.5611
4,15.801070559501312,88.89816193137199,1,19.994058079898405,939.017,1.7,1596.3289
3,15.615096041709831,106.74854288562048,1,13.703160625722496,972.277,1.9,1847.3263
3,14.630588133355982,94.95960913328267,1,16.2249716998307,942.785,1.9,1791.2914999999998
3,15.348170603698083,105.0225653861921,1,13.91526152098298,966.781,1.5,1450.1715
2,17.575395650001703,95.37589173516834,0,19.320923789463965,770.062,1.5,1155.093
4,12.380182274583175,87.71426713500739,1,16.091130633798112,904.164,1.9,1717.9116
4,17.627742485030627,88.74964825993898,1,22.380171823440797,956.301,1.9,1816.9719
5,14.766356752208054,104.80030230049667,1,13.444612387904131,951.418,1.9,1807.6942
3,17.508294624274164,97.75992744453552,1,18.319858083024315,975.172,1.5,1462.758
5,15.85014891378943,90.27698803257009,1,19.44819161563688,937.132,1.3,1218.2716
2,14.476835341673972,86.37736052659461,0,19.40321861372743,682.619,1.5,1023.9285
3,15.79009848447309,90.76071991504764,1,19.16853731579603,946.778,1.7,1609.5226
4,15.151879930191322,103.69146083631362,1,14.092256330437731,957.934,1.7,1628.4878
5,12.214241162702596,96.53847691173786,1,13.105862440706025,912.872,1.7,1551.8824
3,16.177110443478966,103.7973723230727,1,15.015100103045686,972.656,1.5,1458.984
3,17.629502080810955,89.01387795034206,0,22.249722709950948,732.194,1.7,1244.7297999999998
3,17.081453533865194,103.46773127749262,1,15.955667260130149,980.777,1.7,1667.3209
2,14.887901289786107,88.57671426136434,1,18.97554893819783,939.104,1.7,1596.4768
3,17.286486766331905,86.46937327731042,1,23.11969580082228,953.848,1.9,1812.3112
4,17.89846772210507,104.70725657479345,1,16.32534211698238,986.028,1.7,1676.2476
3,12.721754637472326,107.56566296487955,1,10.995113038212686,945.89,1.9,1797.1909999999998
4,14.94351317971708,100.88939327259581,1,14.68120457484592,951.17,1.9,1807.223
5,17.873908782685128,85.63277090598898,1,24.37471480307084,948.665,1.9,1802.4635
4,17.60215014263561,96.76445101129283,1,18.79896966584507,969.68,1.7,1648.456
4,17.458228761834782,101.79170180399106,0,16.849050407294662,786.936,1.9,1495.1784
5,17.5798924522129,87.37337730496012,0,23.028092624569343,709.711,1.7,1206.5087
5,15.906316324712648,104.79890992266168,0,14.482918416955584,773.911,1.9,1470.4308999999998
4,17.86130068036452,86.43604704441651,1,23.90690122148996,954.61,1.9,1813.759
3,12.931174999888844,102.74694838178841,1,12.248985626757651,939.709,1.7,1597.5052999999998
4,14.484310926908012,87.36521273729147,1,18.97670303776769,923.77,1.7,1570.409
4,17.362454186560747,94.25017261372139,1,19.54550087873921,963.105,1.7,1637.2785
4,12.00553608692444,101.46018776698973,1,11.662461796143576,923.935,1.7,1570.6895
4,15.068340777611615,86.96493003342553,0,19.9240273691315,680.061,1.5,1020.0915
4,15.0043437714213,86.67925474072183,1,19.970395627066075,927.596,1.3,1205.8748
3,14.830574845433572,100.36027638446166,1,14.724287464517122,953.886,1.7,1621.6062
3,16.82035349598465,106.8013940376889,1,14.7462392511355,983.938,1.5,1475.907
4,14.633511807435458,106.60662095392685,0,12.875977417527448,772.312,1.9,1467.3928
5,15.774620818872592,90.28814807684739,1,19.35073379008328,936.426,1.3,1217.3538
2,16.118749607449608,105.22030137076632,1,14.559024141586992,979.215,1.9,1860.5085
2,16.611049534503675,86.14439399220142,0,22.38427501490051,710.693,1.7,1208.1781
3,16.650414047565924,89.21109755672457,1,20.92123282643812,952.403,1.7,1619.0851
4,12.70738167456126,87.03882631338796,1,16.77374445195622,906.157,1.9,1721.6983
2,16.491576416772965,101.77867459617065,0,15.920202571254274,787.228,1.9,1495.7332
4,14.280823827941129,103.56338280222319,1,13.314988815457896,949.354,1.9,1803.7726
4,14.33756736308143,102.74720265162026,1,13.581115972385888,948.511,1.9,1802.1709
3,17.091291928757713,93.431195598191,1,19.579025837815053,963.809,1.5,1445.7134999999998
4,15.100339917265364,95.04659459008133,1,16.715277894044785,942.742,1.7,1602.6614
3,16.527445937377415,96.97610398522475,1,17.57422897453318,964.423,1.9,1832.4037
4,14.352992645950543,93.08582884994728,1,16.564385228289968,932.235,1.9,1771.2465
4,14.739819103684615,89.11498699671073,1,18.560542140075437,929.198,1.3,1207.9574
4,17.191649764761586,96.420755207769,1,18.491685456327566,965.155,1.9,1833.7945
5,13.49252952978751,95.70902272277912,1,14.72948674118718,923.734,1.7,1570.3478
5,14.831419985676025,99.59782915637207,1,14.951438814257807,943.198,1.9,1792.0762
3,13.053320433774545,95.92894526330605,1,14.184749164125416,929.291,1.7,1579.7947
3,17.84464598099901,85.99335977018832,0,24.131154598279338,720.038,1.7,1224.0646
3,15.4965562969903,87.01413526203582,0,20.46706558384926,692.973,1.5,1039.4595
3,12.435410223693234,88.8154225916401,1,15.764614071653217,911.266,1.9,1731.4054
4,14.197896470208104,88.84892129920222,1,17.98538281298081,923.543,1.7,1570.0231
4,12.289552965267124,96.14149267389269,1,13.29579665440541,917.62,1.9,1743.4779999999998
4,13.561448003326674,93.0915098573552,1,15.648975647988143,924.645,1.7,1571.8964999999998
5,13.658320707392445,91.00423906301577,1,16.492027897824457,917.327,1.7,1559.4559
2,15.829425665229271,103.84115341104172,1,14.680003224674346,974.092,1.5,1461.138
4,17.855377492010195,104.1912701637449,1,16.447745275645204,984.737,1.7,1674.0529
2,17.49643858663996,88.84911936481306,1,22.16375809713006,964.609,1.7,1639.8353
4,13.636284949711571,97.74545568667924,1,14.272594152491672,933.276,1.7,1586.5692
5,13.91043424452728,100.14219032177859,1,13.87095987513861,935.282,1.7,1589.9794
3,16.81797655695084,94.20464382940243,1,18.95086853806244,962.5,1.2,1155.0
3,16.288063261561792,90.28108701209511,1,19.98369940754145,950.743,1.5,1426.1145
4,15.208565962796712,86.8766475706132,0,20.15032977339745,681.541,1.5,1022.3115
4,17.07288780039913,92.53276718625608,1,19.939574498300164,957.405,1.3,1244.6265
3,14.650189803829305,87.08789004583635,1,19.31646778089804,929.591,1.5,1394.3865
4,16.212877610281403,88.95637740463852,1,20.488300103251465,943.069,1.3,1225.9897
4,17.656836016233704,88.78007988635927,1,22.401743521505725,956.632,1.3,1243.6216
5,15.603299247988282,90.77616311814216,1,18.93532628955688,935.611,1.5,1403.4165
4,14.754277980488098,107.75615887749916,1,12.706728707826615,961.027,1.7,1633.7459
2,17.452136439555595,93.37915606452344,1,20.014682745594083,971.885,1.2,1166.262
4,14.601348675557372,88.18474968411547,1,18.77612634299612,926.287,1.9,1759.9453
4,16.030728653496475,102.69762824761479,1,15.199609668454878,964.681,1.9,1832.8939
2,17.238498956281326,101.97096832505848,1,16.57854300034105,984.44,1.9,1870.436
2,16.84832974863217,99.02692449161935,1,17.181072531974685,975.69,1.5,1463.535
2,15.929554420930682,100.46709259364346,1,15.781779058932228,969.318,1.5,1453.977
2,14.297817995813883,85.88125897530621,0,19.385319342563665,677.686,1.5,1016.529
3,13.155317549204542,99.15410739017896,1,13.38073338145248,935.753,1.9,1777.9307
4,14.14341028795664,95.85987431530995,1,15.391481674367268,934.939,1.9,1776.3840999999998
4,17.496114249593248,94.24098069456463,1,19.699808856257967,964.372,1.5,1446.558
2,15.327587284196987,86.91888178311473,1,20.288294343641493,940.507,1.3,1222.6591
3,13.726481327728006,88.53321874792096,1,17.51244223869441,923.181,1.9,1754.0439
3,15.66711817611886,102.12240200271611,1,15.022668255763309,964.912,1.9,1833.3328
5,13.303136483534706,86.9861574641053,1,17.581412085813366,907.087,1.7,1542.0479
3,17.06456602520371,96.44879480464188,1,18.344320844965356,968.683,1.5,1453.0245
4,17.140446927833647,94.98629742615492,1,18.99766492227771,962.225,1.2,1154.67
3,16.204593671618444,87.37016489348373,1,21.22813470931287,944.993,1.5,1417.4895
2,12.056738104929304,101.5325342686092,1,11.695515653875118,933.95,1.7,1587.715
3,12.63177019144164,103.24269928516874,1,11.850741218574164,937.678,1.9,1781.5882
2,15.96833622972628,92.46527985967687,0,18.67679240794169,733.493,1.3,953.5409
4,14.680151776643443,107.67846607619602,0,12.661140416357055,778.31,1.9,1478.7889999999998
5,16.527534090809326,95.76914029052692,1,18.02008702478683,952.972,1.9,1810.6468
4,12.142687804563325,97.03817878319936,1,12.895243729900027,917.735,1.9,1743.6965
4,16.740063305686135,89.60926430456733,0,20.8473699113524,716.185,1.9,1360.7515
3,12.76217105620457,92.22430912796334,1,15.004921935256082,920.198,1.7,1564.3366
3,16.6554108765977,107.77176769267871,1,14.339874097510318,984.004,1.7,1672.8068
4,14.457298279005126,97.17712077810482,1,15.309432299413968,940.191,1.7,1598.3247
3,16.86706826640415,90.64170310758682,1,20.52974185451489,956.915,1.3,1243.9895
4,16.910307106846847,91.49612760180264,1,20.199753387438065,954.082,1.7,1621.9394
2,15.37527937811246,88.31625801968043,0,19.712499561582284,704.623,1.7,1197.8591
4,13.46242284282058,93.91064146678929,1,15.264887681958164,925.087,1.9,1757.6653
4,15.14033951462082,105.12704376742231,0,13.699562882241224,771.858,1.9,1466.5302
5,12.981237872870258,107.87610568850235,1,11.154897601905445,939.509,1.9,1785.0671
3,13.950221540565062,97.89977200664384,1,14.555185469358207,941.252,1.7,1600.1283999999998
2,15.761863390184292,104.64992077106119,1,14.392285030231948,974.819,1.9,1852.1561
3,16.95739497049648,102.87337887425933,0,16.023342907897675,792.283,1.9,1505.3377
4,13.426548081981284,96.03305432346141,1,14.55870975252598,928.351,1.9,1763.8669
3,17.530912723774172,90.74700269253225,0,21.28824935695814,739.509,1.9,1405.0671
3,13.663090598913294,92.35929115364166,1,16.01724305690658,929.076,1.7,1579.4292
4,16.26279988402097,91.7515080921606,0,19.318299519440018,720.358,1.9,1368.6801999999998
4,15.756218507658936,90.49973542160245,1,19.237887287013507,941.309,1.3,1223.7017
4,17.666654675566505,101.45330508754586,1,17.16413495303102,978.271,1.5,1467.4065
3,12.910030116469583,87.193084059445,1,16.980996682253437,913.065,1.9,1734.8235
4,14.951394384906658,102.14689001726089,1,14.329511991925235,953.383,1.7,1620.7511
4,14.96129311350519,94.95289861113636,1,16.59406082544997,941.248,1.7,1600.1216
2,16.06372701776128,91.76668466655208,0,19.07551322925307,731.306,1.9,1389.4814
4,16.24123717007565,105.3746980490303,1,14.626702294871608,971.253,1.9,1845.3807
5,15.79551504584482,106.18301624209026,1,14.00953356234054,963.648,1.7,1638.2016
2,16.681865377974653,97.07823680314405,1,17.701124331123914,970.779,1.5,1456.1685
2,17.831065856717824,95.48682959105331,1,19.5564650534361,979.106,1.2,1174.9272
3,16.491886978677165,106.64232847048083,1,14.501439388822096,980.514,1.5,1470.771
4,16.777334757775897,106.99993697757793,1,14.65399119688398,979.162,1.9,1860.4078
5,14.842510175358228,86.34255216929759,1,19.909373406108557,920.77,1.5,1381.155
2,17.02860978215754,92.78298352034415,1,19.780739631180417,966.806,1.7,1643.5702
4,17.65932850397199,87.32208876114402,1,23.15932804195612,954.177,1.7,1622.1009
5,16.590205873352648,93.4106134537232,1,19.01337994979177,949.564,1.9,1804.1716
5,17.085397418334978,90.469940496015,1,20.87451894420037,949.319,1.3,1234.1147
5,17.80295509382316,90.42231714382251,1,21.774131048563365,956.126,1.7,1625.4142
3,16.78042614768466,106.00850477301928,1,14.932123318000306,982.207,1.9,1866.1933
5,15.857276450801423,91.30619135535416,1,19.02077212646784,938.95,1.9,1784.005
2,16.01355207086212,99.46489007471871,1,16.1863177734653,968.42,1.9,1839.998
4,15.664853779594262,89.83889093308768,1,19.40875069734808,939.309,1.5,1408.9634999999998
3,17.487237201340058,91.29812995326184,1,20.979611269025675,963.984,1.5,1445.976
2,16.20362788407104,87.40776212663488,1,21.20861256261293,949.748,1.9,1804.5212
2,16.461629155359503,87.66540710512179,0,21.41984411375268,716.251,1.9,1360.8769
3,17.239515089525455,90.31670454860172,1,21.134349267228576,959.938,1.7,1631.8946
5,13.194640264355264,96.96601431662401,1,14.033256543587004,923.011,1.7,1569.1187
5,16.814446723881588,85.76253797825962,1,22.860584602629835,938.715,1.5,1408.0725
4,13.25071110075088,96.82640854751973,1,14.13355907390032,928.012,1.9,1763.2227999999998
3,16.490020962451368,87.25493092488101,1,21.65914205200497,947.538,1.3,1231.7994
2,13.784758084737344,106.465010244876,1,12.161449714803467,958.924,1.9,1821.9556
3,15.388022521772395,90.2802825143035,1,18.87978282890964,942.101,1.7,1601.5717
3,17.721109405238302,88.71676175670127,1,22.515393641732405,961.841,1.5,1442.7615
3,15.889101878700004,92.34578741914,1,18.63224439275201,950.423,1.5,1425.6345
3,15.195383688756836,106.1227955301832,1,13.49255841523346,967.184,1.5,1450.7759999999998
4,17.789244937371077,103.19084625956935,0,16.706103463412532,798.467,1.9,1517.0873
3,14.78025311025291,95.43896421971205,1,16.22670858009968,945.037,1.7,1606.5629
3,12.781363700837447,98.00161009456085,1,13.30793807520695,930.204,1.9,1767.3875999999998
4,12.502004751525408,100.69841121149166,1,12.329186518793628,927.407,1.9,1762.0733
3,14.623256022482092,100.78142302961557,1,14.397368186244943,952.612,1.9,1809.9628
2,13.52129849798555,103.35422698845129,1,12.657907398302296,951.107,1.7,1616.8819
4,14.31381381261695,88.61431918764328,1,18.228358167537696,924.257,1.9,1756.0883
3,14.070157202137302,105.10223144319251,0,12.737232499989558,763.872,1.9,1451.3567999999998
5,12.113626894208132,93.00182234007825,1,14.005263237137852,905.894,1.7,1540.0198
4,16.08075954631955,92.561848980003,1,18.769059685552023,947.93,1.7,1611.4809999999998
5,17.0335242337894,94.5630740753417,1,19.04852485507617,955.779,1.7,1624.8243
3,14.345527205494742,106.57541037037339,1,12.629974864883286,959.795,1.9,1823.6105
4,14.118322743282045,100.67108544142329,1,13.930721280552794,942.877,1.9,1791.4662999999998
2,17.302609042416954,101.17227540606264,1,16.903964023797016,983.698,1.9,1869.0262
5,17.037541918669074,107.74233273714945,1,14.676895054295596,978.222,1.7,1662.9774
3,14.713001320955335,106.67002980216797,1,12.930533420591663,963.484,1.9,1830.6196
4,15.97272590756618,92.7243585366772,1,18.577675130401797,947.17,1.3,1231.321
2,17.296063984286718,90.27353693709227,0,21.223957441748095,740.724,1.3,962.9412
3,16.161212025209554,90.27553529485846,1,19.830505429281622,949.516,1.7,1614.1772
4,12.9895112878011,99.3149218460873,1,13.169333664633536,929.735,1.9,1766.4965
3,14.23532055562289,86.19389655611988,1,19.16082580702637,924.089,1.9,1755.7691
3,17.376675401265857,92.67100222619996,0,20.23387062185667,747.015,1.9,1419.3284999999998
5,12.35960500105889,96.69258806134172,1,13.219597189815175,914.53,1.7,1554.701
2,14.1036321775385,98.706953531538,1,14.475563431441977,948.797,1.9,1802.7143
4,17.163730105406437,90.55592068021316,1,20.930421579868717,954.917,1.9,1814.3423
4,17.197037680609633,90.37665867322691,0,21.05431328963067,726.283,1.7,1234.6811
4,16.522312357621274,107.66155232154884,1,14.254420084083575,977.839,1.5,1466.7585
3,15.715211415704715,92.91793853507092,1,18.20208322939048,949.727,1.9,1804.4813
4,14.4567633537738,90.88792124096152,1,17.500833419433704,929.494,1.7,1580.1398
3,17.47775354388522,88.3019770100212,1,22.41531036996239,958.8,1.3,1246.44
3,14.138869487004492,106.63822889885553,1,12.433369450205626,957.918,1.9,1820.0442
3,17.871296022818015,92.64267238070813,1,20.822549350400543,969.957,1.9,1842.9183
3,14.566018671323144,90.19746080576904,1,17.904089450825573,934.069,1.9,1774.7310999999995
4,15.969883920124293,105.66924636838124,1,14.30225573556848,969.149,1.7,1647.5533
4,14.226717515806511,92.24149537550332,1,16.720606964626747,929.587,1.9,1766.2152999999998
4,17.62741609129803,87.69380174783473,1,22.921912985613154,954.503,1.3,1240.8539
4,15.437498112992206,90.69183551837055,1,18.768974061019158,938.576,1.7,1595.5792
4,13.644566077239954,88.630964180696,1,17.369558559209807,917.86,1.7,1560.362
4,16.257547449167202,91.71362373517172,1,19.328018091921173,948.186,1.5,1422.279
4,15.740394357287869,90.62655048329448,1,19.164818444400236,941.373,1.7,1600.3341
5,17.595912721961955,103.41697338322568,1,16.452358040300776,976.23,1.7,1659.591
2,15.584298034998112,98.3854200900398,1,16.099995566041674,962.464,1.7,1636.1888
4,17.024891030893727,90.12366047374454,1,20.960744071792018,952.849,1.5,1429.2735
2,12.965165095944329,90.7887517437812,1,15.72946536003636,924.406,1.9,1756.3713999999998
2,13.577963991761893,86.78615185679492,1,18.02742878886368,923.485,1.9,1754.6215
2,17.831837715366806,94.84894443309561,1,19.821252729582845,978.029,1.2,1173.6348
3,12.4237840510578,95.4125635147026,1,13.647175135812873,922.37,1.9,1752.503
2,15.92224513721086,104.7327424533714,1,14.515745805916048,976.499,1.9,1855.3481
3,13.788070073191044,94.12753259243516,1,15.56216920201223,933.282,1.7,1586.5794
4,16.112629024058222,87.76909650717822,1,20.91621765757943,940.089,1.5,1410.1335
2,17.107167622925157,97.14448076656407,0,18.12766422024337,772.491,1.9,1467.7329
4,17.738378632383625,96.42287113526325,1,19.078920687925606,970.407,1.9,1843.7733
5,15.124675567143646,89.01594536039536,0,19.0875615560888,684.288,1.7,1163.2896
3,13.461417295865305,93.02511536989724,1,15.55572843125196,928.272,1.9,1763.7168
4,16.862713579357962,94.01236085073617,1,19.07908512205516,957.903,1.5,1436.8545
2,16.128903412113896,87.45084821721701,1,21.090010148496997,949.104,1.3,1233.8352
3,15.412328165183872,102.75070780835172,0,14.598176262030046,770.502,1.9,1463.9537999999998
4,15.745989439612927,88.60137464308977,1,20.058065070297744,937.984,1.3,1219.3792
4,16.24377592431192,101.2526027702033,0,15.84435623292338,767.603,1.9,1458.4456999999998
3,16.855084828957892,97.37362476292084,0,17.776582327130594,763.383,1.9,1450.4277
3,17.634401815735103,89.54690463871837,0,21.99173916727136,734.926,1.3,955.4038
3,16.622640732234267,92.84054360892085,1,19.285223177042017,958.306,1.3,1245.7978
5,16.11297158190104,92.36825861929836,0,18.885571380691797,714.589,1.7,1214.8013
5,13.921626082414496,94.93167434931141,1,15.447837183127666,926.531,1.7,1575.1027
4,14.255078190506566,107.63643101895728,1,12.304133245151752,956.031,1.9,1816.4589
3,15.645527461654702,90.85749783687582,0,18.95259422065928,714.231,1.9,1357.0389
3,17.574712827072418,94.21152786952068,1,19.80068174013238,969.777,1.7,1648.6209
4,16.407892475803227,97.5058813300796,1,17.258028310814208,959.476,1.9,1823.0044
4,16.35710915063428,92.64445649610823,1,19.0575766871847,950.724,1.7,1616.2308
3,12.381473206003138,85.65179433489354,1,16.877160913306604,905.37,1.7,1539.129
4,15.054989595687266,106.2423833523117,0,13.33781994267734,776.265,1.9,1474.9035
5,13.526210114907595,99.30132255879236,1,13.717218734362396,930.164,1.9,1767.3116
4,16.888354991302304,87.01953927308836,0,22.30251242819707,705.268,1.7,1198.9556
4,16.586247238120322,103.31195978922506,1,15.539854018775037,971.058,1.9,1845.0102
4,14.672603495936691,107.38722679429935,1,12.723363275800455,959.615,1.7,1631.3455
4,15.34557453304017,105.98518445231504,1,13.661325305734607,963.692,1.7,1638.2764
2,14.85902265991984,107.68224032499043,1,12.814512235506228,971.306,1.5,1456.959
4,17.139912974789468,91.62878892164589,0,20.41478073114196,731.761,1.9,1390.3458999999998
5,16.206806839297794,86.32054858170109,0,21.750491368879903,685.636,1.5,1028.454
3,14.999445955255895,87.57471791173965,1,19.55769744483124,933.772,1.9,1774.1668
4,17.74846722101582,93.46353380529789,1,20.31778956490897,965.473,1.5,1448.2095
4,17.194787189110258,92.83318543152156,1,19.952177484220737,959.086,1.5,1438.629
4,12.152739136320095,104.97616297895114,1,11.027899163052052,931.326,1.7,1583.2542
3,17.247299321155815,92.07730559247284,1,20.343042007327444,963.005,1.7,1637.1085
4,17.07203577087496,93.92223585390846,1,19.353007589023687,959.759,1.5,1439.6385
2,15.191320141724264,100.87670387701542,1,14.928416712954125,962.927,1.7,1636.9759
3,16.24497076356759,91.08231938315198,1,19.581717081751243,951.692,1.3,1237.1996
4,16.54267796449197,101.23154135549738,1,16.142623454881903,967.103,1.9,1837.4957
3,15.65221579041973,89.18082514196307,1,19.680351644702405,942.769,1.5,1414.1535
3,15.758769468089442,107.79651309884477,1,13.561660761664523,975.438,1.9,1853.3322
4,16.023244959449826,90.35544703291428,1,19.626451901305902,943.627,1.9,1792.8912999999998
3,16.06730725986909,97.6026331688487,1,16.866308125665096,961.071,1.7,1633.8207
2,13.226553902905676,86.31991089370997,1,17.751078290928167,919.319,1.9,1746.7061
4,15.782319441802688,106.9968981126231,0,13.785688294088596,790.002,1.9,1501.0037999999995
